Zip4j,1,27,3
Zip4j,2,43,7
Zip4j,3,55,3
Zip4j,4,57,33
Zip4j,5,65,4
Zip4j,6,22,4
Zip4j,7,22,7
Zip4j,8,55,3
Zip4j,9,5,1
Zip4j,10,63,47
Zip4j,11,62,26
Zip4j,12,47,5
Zip4j,13,23,5
Zip4j,14,7,NOT_COVERED
Zip4j,15,47,10
Zip4j,16,65,49
Zip4j,17,48,8
Zip4j,18,60,43
Zip4j,19,63,35
Zip4j,20,62,41
Zip4j,21,27,NOT_COVERED
Zip4j,22,22,10
Zip4j,23,41,8
Zip4j,24,25,10
Zip4j,25,55,23
Zip4j,26,26,10
Zip4j,27,47,16
Zip4j,28,58,32
Zip4j,29,63,29
Zip4j,30,32,17
Zip4j,31,47,20
Zip4j,32,32,4
Zip4j,33,5,1
Zip4j,34,24,7
Zip4j,35,45,8
Zip4j,36,44,8
Zip4j,37,47,34
Zip4j,38,31,9
Zip4j,39,62,26
Zip4j,40,25,6
Zip4j,41,45,8
Zip4j,42,2,1
Zip4j,43,3,2
Zip4j,44,37,22
Zip4j,45,55,28
Zip4j,46,60,10
Zip4j,47,65,31
Zip4j,48,66,32
Zip4j,49,47,10
Zip4j,50,32,7
Zip4j,51,34,10
Zip4j,52,66,23
Dagger_core,1,8,2
Dagger_core,2,16,7
Dagger_core,3,16,7
Dagger_core,4,19,14
Dagger_core,5,16,8
Dagger_core,6,17,6
Dagger_core,7,17,6
Dagger_core,8,13,3
Dagger_core,9,13,3
Dagger_core,10,14,5
Dagger_core,11,17,9
Dagger_core,12,15,7
Dagger_core,13,16,9
Dagger_core,14,4,2
Dagger_core,15,16,5
Dagger_core,16,16,8
Dagger_core,17,16,6
Dagger_core,18,17,NOT_COVERED
Dagger_core,19,16,4
Dagger_core,20,14,6
Wicket_core,1,258,88
Wicket_core,2,262,107
Wicket_core,3,1,1
Wicket_core,4,2,2
Wicket_core,5,13,1
Wicket_core,6,183,6
Wicket_core,7,176,29
Wicket_core,8,1,1
Wicket_core,9,20,4
Wicket_core,10,176,38
Wicket_core,11,1,1
Wicket_core,12,251,73
Wicket_core,13,184,37
Wicket_core,14,4,4
Wicket_core,15,1,1
Wicket_core,16,295,36
Wicket_core,17,249,83
Wicket_core,18,171,6
